ID,Player,Age,Variant,Numbered,Autograph,Relic,Grading Company,Grade,Number,Set,Comments,Loc,Photo?,Photo taken ?,Photo reference,Added to Collection?,Photo added to Collection?,Search term,Exclude from ebayCollectionUpdater
1371,Christian Vieri,,Strike Force,/2750,,,,,SF6,2001 Futera Platinum World Stars,,,,,,,,,
1372,Andriy Shevchenko,,Strike Force,/2750,,,,,SF5,2001 Futera Platinum World Stars,,,,,,,,,
1373,Fabien Barthez,,Euro Stars,/3800,,,,,EU1,2001 Futera Platinum World Stars,,,,,,,,,
1374,Zinedine Zidane,51,Sticker,,,,,,158,1997-98 Panini Superfoot,,B4,N,,,Y,,Zinedine Zidane #158 Sticker 1997-98 Panini Superfoot,
1375,Zinedine Zidane,,Base,,,,,,32,2000 Merlin Serie A,,,,,,,,,
1376,Zinedine Zidane,51,Base,,,,,,,2006 World Soccer Players Cards,,B3,N,,,Y,,Zinedine Zidane # 2006 World Soccer Players Cards,
1377,Zinedine Zidane,51,Base,,,,,,100,2000 DS Pianeta Calcio,,B3,N,,,Y,,Zinedine Zidane #100 2000 DS Pianeta Calcio,
1378,Fabio Cannavaro,,Collosus,,,,,,C01,2003 Futera Platinum World Football,,,,,,,,,
1379,Zinedine Zidane,,Sticker,,,,,,,2003 Panini Stars du Foot,,,,,,,,,
1380,Roberto Baggio's World Class Goal,,Moments in Football,,,,,,MO5,2004 Futera World Football,,,,,,,,,
1381,A World Famous Victory for Cameroon,,Moments in Football,,,,,,MO6,2004 Futera World Football,,,,,,,,,
1382,Maradona's Goal of the Millenium minuts after the controverisal 'hand ball',,Moments in Football,,,,,,MO4,2004 Futera World Football,,,,,,,,,
1383,Alesandro Del Piero,,Base,,,,,,33,2000 Merlin Serie A,,,,,,,,,
1384,Vitor Rivaldo,,Collosus,,,,,,C10,2003 Futera Platinum World Football,,,,,,,,,
1385,Gonzalez Raul,46,Collosus,,,,,,C09,2003 Futera Platinum World Football,,N/AB,,,,,,,
1386,Sami Khedira/Wesley Sneijder,#N/A,Matchups,,,,,,27,2014 Panini Prizm World Cup Soccer,,A2,N,,,Y,,Sami Khedira/Wesley Sneijder #27 Matchups 2014 Panini Prizm World Cup Soccer,
1387,Neymar Jr,31,Base,,,,,,22,2015-16 Panini Select Soccer,,A2,N,,,Y,,Neymar Jr #22 2015-16 Panini Select Soccer,
1388,Cristiano Ronaldo,38,Base,,,,,,,2004-05 Bimbo Cards,,A2,N,,,Y,,Cristiano Ronaldo # 2004-05 Bimbo Cards,
1389,Cristiano Ronaldo,38,Base,,,,,,,2010-11 Bimbo Cards,,A2,N,,,Y,,Cristiano Ronaldo # 2010-11 Bimbo Cards,
1390,Cristiano Ronaldo,38,Base,,,,,,,2006-07 Bimbo Cards,,A2,N,,,Y,,Cristiano Ronaldo # 2006-07 Bimbo Cards,
1391,Marley Ake,22,Chrome Autograph,,Y,,,,CA-MA,2020-21 Topps Stadium Club Chrome UEFA UCL,,A1,N,,,Y,,Marley Ake #CA-MA Chrome Autograph Autograph 2020-21 Topps Stadium Club Chrome UEFA UCL,
1392,Declan Rice,24,Pitch Kings,,,,,,R1-9,2019-20 Panini Chronicles Soccer,,A1,Y,Y,57,Y,Y,Declan Rice #R1-9 Pitch Kings 2019-20 Panini Chronicles Soccer,
1393,Eduardo Camavinga,21,Base,,,,,,240,2020 Topps UCL Living Set,,A1,N,,,Y,,Eduardo Camavinga #240 2020 Topps UCL Living Set,
1394,Sofiane Diop,23,Certified Autograph,/75,,,,,A-SD,2021-22 Topps Merlin Chrome UEFA Champions League,,N/AB,,,,,,,
1395,Pierre Kalulu,23,Aurora,/149,Y,,,,AU-KLU,2021-22 Panini Obsidian Soccer,,N/AB,,,,,,,
1396,Pierre Kalulu,23,Aurora,/44,Y,,,,AU-KLU,2021-22 Panini Obsidian Soccer,,N/AB,,,,,,,
1397,Leandro Trossard,28,Stainless Stars,/65,,,,,34,2021-22 Panini Impeccable Soccer,,N/AB,,,,,,,
1398,Thierry Henry,46,Shoot,,,,,,,2002 Futera World Football Stars,,A2,N,,,Y,,Thierry Henry # Shoot 2002 Futera World Football Stars,
1399,Thierry Henry,46,Base,,,,,,62,2002 FIFA World Cup Japan,,A2,N,,,Y,,Thierry Henry #62 2002 FIFA World Cup Japan,
1400,Cobi Jones,53,Base,/500,,Y,,,48,2008 Donruss Playoff Sports Legends,,A2,N,,,Y,,Cobi Jones #48 /500 Patch 2008 Donruss Playoff Sports Legends,
1401,Ryan Gravenberch,21,Base Autograph,,Y,,,,BA-RG,2021-22 Topps Finest UEFA Champions League,,A1,Y,Y,40,Y,Y,Ryan Gravenberch #BA-RG Base Autograph Autograph 2021-22 Topps Finest UEFA Champions League,
1402,Rico Lewis,19,Red,/99,,,,,17,2022-23 Panini Prizm Premier League,,A2,N,,,Y,,Rico Lewis #17 Red /99 2022-23 Panini Prizm Premier League,
1403,Bernardo Silva,29,Green,/99,Y,,,,FA-BS,2021-22 Topps Finest UEFA Champions League,,A2,N,,,Y,,Bernardo Silva #FA-BS Green /99 Autograph 2021-22 Topps Finest UEFA Champions League,
1404,Ferran Torres,23,Base,,,,,,CA-FT,2021-22 Topps Stadium Club Chrome,,A2,N,,,Y,,Ferran Torres #CA-FT 2021-22 Topps Stadium Club Chrome,
1405,Ivan Toney,27,Green,,,,,,150,2021-22 Panini Prizm Premier League,,A2,N,,,Y,,Ivan Toney #150 Green 2021-22 Panini Prizm Premier League,
1406,Reece James,23,Base,,,,,,FS-RJ,2021-22 Topps Chrome UEFA Champions League,,A3,N,,,Y,,Reece James #FS-RJ 2021-22 Topps Chrome UEFA Champions League,
1407,Ben White,26,Rated Rookie,,,,,,3,2020-21 Panini Chronicles Soccer,,A3,N,,,Y,,Ben White #3 Rated Rookie 2020-21 Panini Chronicles Soccer,
1408,Thibaut Courtois,31,Xtra Points,/299,,Y,,,20,2020-21 Panini Chronicles Soccer,,A3,N,,,Y,,Thibaut Courtois #20 Xtra Points /299 Patch 2020-21 Panini Chronicles Soccer,
1409,Eduardo Camavinga,21,Green,/99,Y,,,,BA-EC,2021-22 Topps Finest UEFA Champions League,,A3,Y,Y,58,Y,Y,Eduardo Camavinga #BA-EC Green /99 Autograph 2021-22 Topps Finest UEFA Champions League,
1410,Ryan Gravenberch,21,Base,,Y,,,,BA-RG,2021-22 Topps Finest UEFA Champions League,,A3,N,,,Y,,Ryan Gravenberch #BA-RG Autograph 2021-22 Topps Finest UEFA Champions League,
1411,Thierry Henry,46,Base,,,,,,77,2006 Futera Unique,,A3,Y,Y,59,Y,Y,Thierry Henry #77 2006 Futera Unique,
1412,James Maddison,26,Remarkable,/49,,Y,,,RM-JMD,2021 Panini Immaculate Soccer,,A3,Y,Y,60,Y,Y,James Maddison #RM-JMD Remarkable /49 Patch 2021 Panini Immaculate Soccer,
1413,Sofiane Diop,23,Gold,/225,,,,,45,2021-22 Topps Merlin Chrome UEFA Champions League,,A3,N,,,Y,,Sofiane Diop #45 Gold /225 2021-22 Topps Merlin Chrome UEFA Champions League,
1414,Sofiane Diop,23,Base,,Y,,,,45,2021-22 Topps Merlin Chrome UEFA Champions League,,A3,N,,,Y,,Sofiane Diop #45 Autograph 2021-22 Topps Merlin Chrome UEFA Champions League,
1415,Naci Unvar,21,Base,,,,,,BCA-NU,2021-22 Topps Merlin Chrome UEFA Champions League,,A3,N,,,Y,,Naci Unvar #BCA-NU 2021-22 Topps Merlin Chrome UEFA Champions League,
1416,Alejandro Marque,19,Base,,Y,,,,BAC-AM,2021-22 Topps Merlin Chrome UEFA Champions League,,A3,N,,,Y,,Alejandro Marque #BAC-AM Autograph 2021-22 Topps Merlin Chrome UEFA Champions League,
1417,Anthony Gordon,22,Circles,,Y,,,,S-AGO,2022-23 Panini Prizm Premier League,,A3,Y,Y,61,Y,Y,Anthony Gordon #S-AGO Circles Autograph 2022-23 Panini Prizm Premier League,
1418,Gabriel,25,Base,,Y,,,,S-G,2022-23 Panini Prizm Premier League,,A3,Y,Y,68,Y,Y,Gabriel #S-G Autograph 2022-23 Panini Prizm Premier League,
1419,Tony Adams,57,Silver,/99,Y,,,,S-TA,2022-23 Panini Prizm Premier League,,A3,Y,Y,62,Y,Y,Tony Adams #S-TA Silver /99 Autograph 2022-23 Panini Prizm Premier League,
1420,Michel Platini,68,Heroes,/15,,,,,HER12,2022 Futera World Football Fans' Selection Edition 2,,A3,Y,Y,63,Y,Y,Michel Platini #HER12 Heroes /15 2022 Futera World Football Fans' Selection Edition 2,
1421,Anthony Elanga,21,Green,/250,,,,,48,2021-22 Topps Stadium Club Chrome,,A3,N,,,Y,,Anthony Elanga #48 Green /250 2021-22 Topps Stadium Club Chrome,
1422,Youri Tielemans,26,Cracked Ice,/23,,,,,23,2021-22 Panini Prizm Premier League,,A3,N,,,Y,,Youri Tielemans #23 Cracked Ice /23 2021-22 Panini Prizm Premier League,
1423,Ademola Lookman,26,Base,/438,Y,,,,3,2020-21 Panini Prizm Premier League,,A3,N,,,Y,,Ademola Lookman #3 /438 Autograph 2020-21 Panini Prizm Premier League,
1424,Bukayo Saka,22,Blue,/340,,,,,202,2021-22 Panini Prizm Premier League,,A3,N,,,Y,,Bukayo Saka #202 Blue /340 2021-22 Panini Prizm Premier League,
1425,Gabriel Martinelli,22,Multicolour,,,,,,203,2021-22 Panini Prizm Premier League,,A3,N,,,Y,,Gabriel Martinelli #203 Multicolour 2021-22 Panini Prizm Premier League,
1426,Gabriel Martinelli,22,Multicolour,,,,,,203,2021-22 Panini Prizm Premier League,,A3,N,,,Y,,Gabriel Martinelli #203 Multicolour 2021-22 Panini Prizm Premier League,
1427,Declan Rice,24,Rookie Ticket,,,,,,RT-28,2019-20 Panini Chronicles Soccer,,A3,N,,,Y,,Declan Rice #RT-28 Rookie Ticket 2019-20 Panini Chronicles Soccer,
1428,Gabriel Jesus,26,Archival Autographs,,Y,,,,A-GJ,2021-22 Topps Merlin Chrome UEFA Champions League,,A3,Y,Y,64,Y,Y,Gabriel Jesus #A-GJ Archival Autographs Autograph 2021-22 Topps Merlin Chrome UEFA Champions League,
1429,James Maddison,26,Rookie Ticket,,,,,,RT-21,2019-20 Panini Chronicles Soccer,,A3,Y,,,Y,,James Maddison #RT-21 Rookie Ticket 2019-20 Panini Chronicles Soccer,
